Scenario,UserName,ModelName,Studyname,Attribute,Commodity,Process,Period,Region,Vintage,Timeslice,Pv,Commodityset
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ATMCO2","-","2050","QT","-","ANNUAL","209025.851424305","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ATMCO2","-","2045","QT","-","ANNUAL","195045.480349836","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ATMCO2","-","2040","QT","-","ANNUAL","154690.395313079","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ATMCO2","-","2035","QT","-","ANNUAL","143609.165418825","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ATMCO2","-","2030","QT","-","ANNUAL","108895.441783486","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ATMCO2","-","2025","QT","-","ANNUAL","112319.252936778","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ATMCO2","-","2020","QT","-","ANNUAL","110150.081223668","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ATMCO2","-","2016","QT","-","ANNUAL","105329.327216425","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ATMCO2","-","2015","QT","-","ANNUAL","106905.412680587","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSTRBNGLIQ01","2050","QT","2050","ANNUAL","54360.1366416641","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2050","QT","2050","SFN","2646.83123163615","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2050","QT","2050","SFE","1512.47498950637","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2050","QT","2050","SFP","1134.35624212978","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2050","QT","2050","SFD","3781.18747376593","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2050","QT","2050","SSN","6617.0780790904","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2050","QT","2050","SSE","3781.18747376593","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2050","QT","2050","SSP","2835.89060532445","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2050","QT","2050","SSD","9452.96868441484","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2050","QT","2050","WFN","2646.83123163615","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2050","QT","2050","WFE","1512.47498950637","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2050","QT","2050","WFP","1134.35624212978","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2050","QT","2050","WFD","3781.18747376593","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2050","QT","2050","WSN","6617.0780790904","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2050","QT","2050","WSE","3781.18747376593","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2050","QT","2050","WSP","2835.89060532445","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2050","QT","2050","WSD","9452.96868441485","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2050","QT","2050","SFN","3.85756843461998E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2050","QT","2050","SFE","2.20432481978284E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2050","QT","2050","SFP","1.65324361483714E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2050","QT","2050","SFD","5.51081204945711E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2050","QT","2050","SSN","9.64392108654998E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2050","QT","2050","SSE","5.51081204945711E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2050","QT","2050","SSP","4.13310903709283E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2050","QT","2050","SSD","1.37770301236428E-05","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2050","QT","2050","WFN","3.85756843461998E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2050","QT","2050","WFE","2.20432481978284E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2050","QT","2050","WFP","1.65324361483714E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2050","QT","2050","WFD","5.51081204945711E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2050","QT","2050","WSN","9.64392108654998E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2050","QT","2050","WSE","5.51081204945711E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2050","QT","2050","WSP","4.13310903709283E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2050","QT","2050","WSD","1.37770301236428E-05","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2P","UPSPOILREF01","2050","QT","2050","ANNUAL","1415.66318882642","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSPOILREF01","2050","QT","2050","ANNUAL","45.0346243507255","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","TRACO2N","TWPET01","2050","QT","2050","ANNUAL","20.4993197493624","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","TRACO2N","THDSLC01","2050","QT","2050","ANNUAL","457.246481812594","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","TRACO2I","TCAJWT01","2050","QT","2050","ANNUAL","2183.6826300901","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","TRACO2I","TCAJ01","2050","QT","2050","ANNUAL","203.847973733413","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","TRACO2N","TBTDSLC01","2050","QT","2050","ANNUAL","1723.82964359917","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","TRACO2I","TAJ01","2050","QT","2050","ANNUAL","2617.60388646887","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","RESCO2N","RCOKLPG01","2050","QT","2050","ANNUAL","404.522986752296","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD01","2050","QT","2050","SFN","240.240049214431","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD01","2050","QT","2050","SFE","137.280028122532","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD01","2050","QT","2050","SFP","102.960021091899","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD01","2050","QT","2050","SFD","343.20007030633","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD01","2050","QT","2050","SSN","600.600123036079","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD01","2050","QT","2050","SSE","343.20007030633","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD01","2050","QT","2050","SSP","257.400052729747","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD01","2050","QT","2050","SSD","858.000175765826","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD01","2050","QT","2050","WFN","240.240049214431","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD01","2050","QT","2050","WFE","137.280028122532","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD01","2050","QT","2050","WFP","102.960021091899","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD01","2050","QT","2050","WFD","343.20007030633","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD01","2050","QT","2050","WSN","600.600123036079","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD01","2050","QT","2050","WSE","343.20007030633","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD01","2050","QT","2050","WSP","257.400052729747","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD01","2050","QT","2050","WSD","858.000175765826","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD01","2050","QT","2050","SFN","68.430500587235","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD01","2050","QT","2050","SFE","39.1031431927057","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD01","2050","QT","2050","SFP","29.3273573945293","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD01","2050","QT","2050","SFD","97.7578579817642","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD01","2050","QT","2050","SSN","171.076251468088","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD01","2050","QT","2050","SSE","97.7578579817642","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD01","2050","QT","2050","SSP","73.3183934863231","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD01","2050","QT","2050","SSD","244.394644954411","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD01","2050","QT","2050","WFN","68.430500587235","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD01","2050","QT","2050","WFE","39.1031431927057","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD01","2050","QT","2050","WFP","29.3273573945293","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD01","2050","QT","2050","WFD","97.7578579817642","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD01","2050","QT","2050","WSN","171.076251468088","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD01","2050","QT","2050","WSE","97.7578579817642","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD01","2050","QT","2050","WSP","73.3183934863231","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD01","2050","QT","2050","WSD","244.394644954411","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC01","2050","QT","2050","SFN","142.594751624113","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC01","2050","QT","2050","SFE","81.4827152137788","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC01","2050","QT","2050","SFP","61.1120364103343","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC01","2050","QT","2050","SFD","203.706788034447","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC01","2050","QT","2050","SSN","356.486879060284","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC01","2050","QT","2050","SSE","203.706788034447","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC01","2050","QT","2050","SSP","152.780091025835","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC01","2050","QT","2050","SSD","509.266970086118","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC01","2050","QT","2050","WFN","142.594751624113","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC01","2050","QT","2050","WFE","81.4827152137788","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC01","2050","QT","2050","WFP","61.1120364103343","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC01","2050","QT","2050","WFD","203.706788034447","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC01","2050","QT","2050","WSN","356.486879060284","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC01","2050","QT","2050","WSE","203.706788034447","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC01","2050","QT","2050","WSP","152.780091025835","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC01","2050","QT","2050","WSD","509.266970086118","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2050","QT","2050","SFN","2.51526207699381","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2050","QT","2050","SFE","1.43729261542503","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2050","QT","2050","SFP","1.07796946156878","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2050","QT","2050","SFD","3.59323153856258","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2050","QT","2050","SSN","6.28815519248454","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2050","QT","2050","SSE","3.59323153856258","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2050","QT","2050","SSP","2.69492365392193","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2050","QT","2050","SSD","8.98307884640647","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2050","QT","2050","WFN","2.51526207699381","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2050","QT","2050","WFE","1.43729261542503","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2050","QT","2050","WFP","1.07796946156878","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2050","QT","2050","WFD","3.59323153856258","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2050","QT","2050","WSN","6.28815519248454","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2050","QT","2050","WSE","3.59323153856258","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2050","QT","2050","WSP","2.69492365392193","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2050","QT","2050","WSD","8.98307884640647","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IISRHF01","2050","QT","2050","ANNUAL","4746.15373300469","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IISRHF01","2050","QT","2050","ANNUAL","421.57850126171","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IISLMPT01","2050","QT","2050","ANNUAL","167.13909663431","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IISLMPT01","2050","QT","2050","ANNUAL","30.822886864526","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IISLADF01","2050","QT","2050","ANNUAL","5295.27861652223","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IISDRPT01","2050","QT","2050","ANNUAL","887.762756658226","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2050","QT","2050","SFN","557.350649389642","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2050","QT","2050","SFE","318.48608536551","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2050","QT","2050","SFP","238.864564024133","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2050","QT","2050","SFD","796.215213413774","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2050","QT","2050","SSN","1393.37662347411","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2050","QT","2050","SSE","796.215213413774","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2050","QT","2050","SSP","597.16141006033","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2050","QT","2050","SSD","1990.53803353444","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2050","QT","2050","WFN","557.350649389642","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2050","QT","2050","WFE","318.48608536551","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2050","QT","2050","WFP","238.864564024133","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2050","QT","2050","WFD","796.215213413774","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2050","QT","2050","WSN","1393.37662347411","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2050","QT","2050","WSE","796.215213413774","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2050","QT","2050","WSP","597.16141006033","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2050","QT","2050","WSD","1990.53803353444","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2050","QT","2050","SFN","390.826973751804","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2050","QT","2050","SFE","223.329699286745","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2050","QT","2050","SFP","167.497274465059","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2050","QT","2050","SFD","558.324248216863","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2050","QT","2050","SSN","977.067434379513","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2050","QT","2050","SSE","558.324248216863","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2050","QT","2050","SSP","418.743186162647","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2050","QT","2050","SSD","1395.81062054216","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2050","QT","2050","WFN","390.826973751804","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2050","QT","2050","WFE","223.329699286745","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2050","QT","2050","WFP","167.497274465059","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2050","QT","2050","WFD","558.324248216863","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2050","QT","2050","WSN","977.067434379513","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2050","QT","2050","WSE","558.324248216863","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2050","QT","2050","WSP","418.743186162647","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2050","QT","2050","WSD","1395.81062054216","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2050","QT","2050","SFN","425.94287951996","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2050","QT","2050","SFE","243.395931154263","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2050","QT","2050","SSN","1064.8571987999","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2050","QT","2050","SSE","608.489827885656","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2050","QT","2050","WFN","425.94287951996","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2050","QT","2050","WFE","243.395931154263","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2050","QT","2050","WFD","608.489827885656","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2050","QT","2050","WSN","1064.8571987999","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2050","QT","2050","WSE","608.489827885657","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2050","QT","2050","WSD","1521.22456971414","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSTRBNGLIQ00","2050","QT","2050","ANNUAL","2344.09335833591","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2P","UPSNGREF00","2050","QT","2050","ANNUAL","22610.3410033931","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2P","MINNGL00","2050","QT","2050","ANNUAL","2301.03997608292","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2P","MINNG00","2050","QT","2050","ANNUAL","7178.78326857731","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2P","MINCRD00","2050","QT","2050","ANNUAL","629.89322916708","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSTRBNGLIQ01","2045","QT","2045","ANNUAL","33618.8100917697","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2045","QT","2045","SFN","2466.74634729338","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2045","QT","2045","SFE","1409.5693413105","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2045","QT","2045","SFP","1057.17700598288","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2045","QT","2045","SFD","3523.92335327626","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2045","QT","2045","SSN","6166.86586823347","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2045","QT","2045","SSE","3523.92335327626","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2045","QT","2045","SSP","2642.94251495719","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2045","QT","2045","SSD","8809.80838319066","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2045","QT","2045","WFN","2466.74634729338","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2045","QT","2045","WFE","1409.5693413105","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2045","QT","2045","WFP","1057.17700598288","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2045","QT","2045","WFD","3523.92335327626","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2045","QT","2045","WSN","6166.86586823347","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2045","QT","2045","WSE","3523.92335327626","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2045","QT","2045","WSP","2642.94251495719","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSSMR01","2045","QT","2045","WSD","8809.80838319066","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2045","QT","2045","SFN","3.59510751263538E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2045","QT","2045","SFE","2.05434715007736E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2045","QT","2045","SFP","1.54076036255802E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2045","QT","2045","SFD","5.13586787519339E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2045","QT","2045","SSN","8.98776878158847E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2045","QT","2045","SSE","5.13586787519339E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2045","QT","2045","SSP","3.85190090639504E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2045","QT","2045","SSD","1.28396696879835E-05","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2045","QT","2045","WFN","3.59510751263538E-06","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","SNKUPSHYGCO2G","UPSSMR01","2045","QT","2045","WFE","2.05434715007736E-06","ENV"
