Scenario,UserName,ModelName,Studyname,Attribute,Commodity,Process,Period,Region,Vintage,Timeslice,Pv,Commodityset
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2025","QT","2025","SSN","2.98155725724099","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2025","QT","2025","SSE","1.7037470041377","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2025","QT","2025","SSP","1.27781025310327","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2025","QT","2025","SSD","4.25936751034426","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2025","QT","2025","WFN","1.19262290289639","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2025","QT","2025","WFE","0.68149880165508","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2025","QT","2025","WFP","0.511124101241312","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2025","QT","2025","WFD","1.7037470041377","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2025","QT","2025","WSN","2.98155725724099","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2025","QT","2025","WSE","1.7037470041377","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2025","QT","2025","WSP","1.27781025310327","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC01","2025","QT","2025","WSD","4.25936751034426","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IISRHF01","2025","QT","2025","ANNUAL","2265.11188305637","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IISRHF01","2025","QT","2025","ANNUAL","201.199229221859","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IISLADF01","2025","QT","2025","ANNUAL","2528.41953300999","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IISDRPT01","2025","QT","2025","ANNUAL","679.274477172901","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2025","QT","2025","SFN","264.270334088093","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2025","QT","2025","SFE","151.01161947891","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2025","QT","2025","SFP","113.258714609183","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2025","QT","2025","SFD","377.529048697276","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2025","QT","2025","SSN","660.675835220235","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2025","QT","2025","SSE","377.529048697276","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2025","QT","2025","SSP","283.146786522957","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2025","QT","2025","SSD","943.822621743191","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2025","QT","2025","WFN","264.270334088093","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2025","QT","2025","WFE","151.01161947891","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2025","QT","2025","WFP","113.258714609183","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2025","QT","2025","WFD","377.529048697276","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2025","QT","2025","WSN","660.675835220235","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2025","QT","2025","WSE","377.529048697276","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2025","QT","2025","WSP","283.146786522957","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD02","2025","QT","2025","WSD","943.822621743191","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2025","QT","2025","SFN","185.312379266328","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2025","QT","2025","SFE","105.892788152187","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2025","QT","2025","SFP","79.4195911141408","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2025","QT","2025","SFD","264.731970380469","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2025","QT","2025","SSN","463.280948165822","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2025","QT","2025","SSE","264.731970380469","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2025","QT","2025","SSP","198.548977785351","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2025","QT","2025","SSD","661.829925951173","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2025","QT","2025","WFN","185.312379266328","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2025","QT","2025","WFE","105.892788152187","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2025","QT","2025","WFP","79.4195911141408","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2025","QT","2025","WFD","264.731970380469","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2025","QT","2025","WSN","463.280948165822","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2025","QT","2025","WSE","264.731970380469","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2025","QT","2025","WSP","198.548977785351","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD02","2025","QT","2025","WSD","661.829925951173","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2025","QT","2025","SFN","140.838544635952","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2025","QT","2025","SFE","80.4791683634013","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2025","QT","2025","SFP","60.3593762725511","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2025","QT","2025","SFD","201.197920908503","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2025","QT","2025","SSN","352.096361589882","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2025","QT","2025","SSE","201.197920908503","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2025","QT","2025","SSP","150.898440681377","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2025","QT","2025","SSD","502.994802271259","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2025","QT","2025","WFN","124.635515571039","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2025","QT","2025","WFE","80.4791683634013","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2025","QT","2025","WFP","60.3593762725511","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2025","QT","2025","WFD","201.197920908503","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2025","QT","2025","WSN","352.096361589882","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2025","QT","2025","WSE","201.197920908503","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2025","QT","2025","WSP","150.898440681377","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCT01","2025","QT","2025","WSD","502.994802271259","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSTRBNGLIQ00","2025","QT","2025","ANNUAL","26187.9891752577","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2P","UPSPOILREF00","2025","QT","2025","ANNUAL","4708.85231231924","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2N","UPSPOILREF00","2025","QT","2025","ANNUAL","149.79650292676","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2P","UPSNGREF00","2025","QT","2025","ANNUAL","10821.5853633652","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","TRACO2N","TCAPET00","2025","QT","2025","ANNUAL","825.007792194229","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","TRACO2N","TBUDST00","2025","QT","2025","ANNUAL","1817.58370260962","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","TRACO2I","TAIJETC00","2025","QT","2025","ANNUAL","1165.90122410674","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","TRACO2I","TAIJET00","2025","QT","2025","ANNUAL","1046.55203951655","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","RESCO2N","RCOKLPG00","2025","QT","2025","ANNUAL","160.5430605735","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2P","MINNGL00","2025","QT","2025","ANNUAL","1153.07447783052","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2P","MINNG00","2025","QT","2025","ANNUAL","3435.85335286845","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","UPSCO2P","MINCRD00","2025","QT","2025","ANNUAL","745.171939138527","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD00","2025","QT","2025","SFN","80.8270727343751","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD00","2025","QT","2025","SFE","46.1868987053571","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD00","2025","QT","2025","SFP","34.6401740290179","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD00","2025","QT","2025","SFD","115.467246763393","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD00","2025","QT","2025","SSN","202.067681835938","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD00","2025","QT","2025","SSE","115.467246763393","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD00","2025","QT","2025","SSP","86.6004350725446","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD00","2025","QT","2025","SSD","288.668116908483","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD00","2025","QT","2025","WFN","80.8270727343751","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD00","2025","QT","2025","WFE","46.1868987053571","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD00","2025","QT","2025","WFP","34.6401740290179","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD00","2025","QT","2025","WFD","115.467246763393","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD00","2025","QT","2025","WSN","202.067681835938","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD00","2025","QT","2025","WSE","115.467246763393","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD00","2025","QT","2025","WSP","86.6004350725446","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IUPROD00","2025","QT","2025","WSD","288.668116908483","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD00","2025","QT","2025","SFN","23.0229600197813","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD00","2025","QT","2025","SFE","13.1559771541607","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD00","2025","QT","2025","SFP","9.86698286562057","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD00","2025","QT","2025","SFD","32.8899428854018","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD00","2025","QT","2025","SSN","57.5574000494534","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD00","2025","QT","2025","SSE","32.8899428854018","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD00","2025","QT","2025","SSP","24.6674571640513","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD00","2025","QT","2025","SSD","82.2248572135047","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD00","2025","QT","2025","WFN","23.0229600197813","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD00","2025","QT","2025","WFE","13.1559771541607","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD00","2025","QT","2025","WFP","9.86698286562057","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD00","2025","QT","2025","WFD","32.8899428854018","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD00","2025","QT","2025","WSN","57.5574000494534","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD00","2025","QT","2025","WSE","32.8899428854018","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD00","2025","QT","2025","WSP","24.6674571640513","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IUPROD00","2025","QT","2025","WSD","82.2248572135047","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC00","2025","QT","2025","SFN","47.975","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC00","2025","QT","2025","SFE","27.4142857142857","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC00","2025","QT","2025","SFP","20.5607142857143","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC00","2025","QT","2025","SFD","68.5357142857142","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC00","2025","QT","2025","SSN","119.9375","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC00","2025","QT","2025","SSE","68.5357142857142","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC00","2025","QT","2025","SSP","51.4017857142857","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC00","2025","QT","2025","SSD","171.339285714286","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC00","2025","QT","2025","WFN","47.975","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC00","2025","QT","2025","WFE","27.4142857142857","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC00","2025","QT","2025","WFP","20.5607142857143","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC00","2025","QT","2025","WFD","68.5357142857142","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC00","2025","QT","2025","WSN","119.9375","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC00","2025","QT","2025","WSE","68.5357142857142","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC00","2025","QT","2025","WSP","51.4017857142857","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IPCPROC00","2025","QT","2025","WSD","171.339285714286","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC00","2025","QT","2025","SFN","0.846242212770001","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC00","2025","QT","2025","SFE","0.483566978725714","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC00","2025","QT","2025","SFP","0.362675234044287","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC00","2025","QT","2025","SFD","1.20891744681429","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC00","2025","QT","2025","SSN","2.11560553192501","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC00","2025","QT","2025","SSE","1.20891744681429","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC00","2025","QT","2025","SSP","0.906688085110713","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC00","2025","QT","2025","SSD","3.02229361703572","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC00","2025","QT","2025","WFN","0.846242212770001","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC00","2025","QT","2025","WFE","0.483566978725714","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC00","2025","QT","2025","WFP","0.362675234044287","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC00","2025","QT","2025","WFD","1.20891744681429","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC00","2025","QT","2025","WSN","2.11560553192501","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC00","2025","QT","2025","WSE","1.20891744681429","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC00","2025","QT","2025","WSP","0.906688085110713","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IPCPROC00","2025","QT","2025","WSD","3.02229361703572","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IOTRLTH00","2025","QT","2025","ANNUAL","546.817997017286","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IOTRHTH00","2025","QT","2025","ANNUAL","546.817997017286","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IISRHF00","2025","QT","2025","ANNUAL","1582.1084","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IISRHF00","2025","QT","2025","ANNUAL","140.531243956","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IISLMPT00","2025","QT","2025","ANNUAL","135.087374122253","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IISLMPT00","2025","QT","2025","ANNUAL","24.9849545965895","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IISLADF00","2025","QT","2025","ANNUAL","1763.92","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IISDRPT00","2025","QT","2025","ANNUAL","585.950527086079","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PWRELC00","2025","QT","2025","ANNUAL","78.1223686658285","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2P","IANH3PROD00","2025","QT","2025","ANNUAL","4500.400824","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IANH3PROD00","2025","QT","2025","ANNUAL","3155.7835926812","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IALFNC100","2025","QT","2025","SFN","76.6947708333337","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IALFNC100","2025","QT","2025","SFE","43.8255833333335","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IALFNC100","2025","QT","2025","SFP","32.8691875000002","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IALFNC100","2025","QT","2025","SFD","109.563958333334","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IALFNC100","2025","QT","2025","SSN","191.736927083335","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IALFNC100","2025","QT","2025","SSE","109.563958333334","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IALFNC100","2025","QT","2025","SSP","82.1729687500002","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IALFNC100","2025","QT","2025","SSD","273.909895833335","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IALFNC100","2025","QT","2025","WFN","76.6947708333337","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IALFNC100","2025","QT","2025","WFE","43.8255833333335","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IALFNC100","2025","QT","2025","WFP","32.8691875000002","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IALFNC100","2025","QT","2025","WFD","109.563958333334","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IALFNC100","2025","QT","2025","WSN","191.736927083335","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IALFNC100","2025","QT","2025","WSE","109.563958333334","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IALFNC100","2025","QT","2025","WSP","82.1729687500002","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","INDCO2N","IALFNC100","2025","QT","2025","WSD","273.909895833335","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGOCTCHP00","2025","QT","2025","SFN","70.5347793818182","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGOCTCHP00","2025","QT","2025","SFE","40.3055882181818","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGOCTCHP00","2025","QT","2025","SFP","30.2291911636364","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGOCTCHP00","2025","QT","2025","SFD","100.763970545454","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGOCTCHP00","2025","QT","2025","SSN","176.336948454546","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGOCTCHP00","2025","QT","2025","SSE","100.763970545454","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGOCTCHP00","2025","QT","2025","SSP","75.5729779090908","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGOCTCHP00","2025","QT","2025","SSD","251.909926363637","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGOCTCHP00","2025","QT","2025","WFN","9.86358354875162","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGOCTCHP00","2025","QT","2025","WFE","40.3055882181818","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGOCTCHP00","2025","QT","2025","WFP","30.2291911636364","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGOCTCHP00","2025","QT","2025","WFD","100.763970545454","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGOCTCHP00","2025","QT","2025","WSN","176.336948454546","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGOCTCHP00","2025","QT","2025","WSE","100.763970545454","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGOCTCHP00","2025","QT","2025","WSP","75.5729779090908","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGOCTCHP00","2025","QT","2025","WSD","251.909926363637","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCTCHP00","2025","QT","2025","SFN","306.575189532254","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCTCHP00","2025","QT","2025","SFE","175.185822589859","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCTCHP00","2025","QT","2025","SFP","131.389366942395","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCTCHP00","2025","QT","2025","SFD","437.964556474648","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCTCHP00","2025","QT","2025","SSN","766.437973830637","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCTCHP00","2025","QT","2025","SSE","437.964556474648","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCTCHP00","2025","QT","2025","SSP","328.473417355986","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCTCHP00","2025","QT","2025","SSD","1094.91139118662","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCTCHP00","2025","QT","2025","WFN","367.246385365321","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCTCHP00","2025","QT","2025","WFE","175.185822589859","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCTCHP00","2025","QT","2025","WFP","131.389366942395","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCTCHP00","2025","QT","2025","WFD","437.964556474648","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCTCHP00","2025","QT","2025","WSN","766.437973830637","ENV"
"base","joao","QatarTIMES","pilot_runs","VAR_FOut","ELCCO2N","ENGCCTCHP00","2025","QT","2025","WSE","437.964556474648","ENV"
